Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,366,2
Großrosseln,330,0
Heusweiler,754,5
Kleinblittersdorf,646,4
Püttlingen,779,9
Quierschied,527,6
Riegelsberg,644,3
Saarbrücken,9196,159
Sulzbach/Saar,671,14
Völklingen,2338,48
