Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,347,26
Großrosseln,326,17
Heusweiler,717,29
Kleinblittersdorf,628,6
Püttlingen,745,18
Quierschied,499,5
Riegelsberg,627,25
Saarbrücken,8675,368
Sulzbach/Saar,604,38
Völklingen,2239,127
