Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,384,6
Großrosseln,345,11
Heusweiler,813,37
Kleinblittersdorf,671,14
Püttlingen,839,51
Quierschied,569,28
Riegelsberg,703,46
Saarbrücken,9887,379
Sulzbach/Saar,706,18
Völklingen,2509,79
