Stadt/Gemeinde,Fälle gesamt,7-Tage-Summe der Neuinfektionen
Friedrichsthal,426,4
Großrosseln,369,1
Heusweiler,900,16
Kleinblittersdorf,722,3
Püttlingen,932,13
Quierschied,617,5
Riegelsberg,760,10
Saarbrücken,10735,131
Sulzbach/Saar,783,15
Völklingen,2842,29
