Stadt/Gemeinde,Fälle gesamt,7-Tage-Summe der Neuinfektionen
Friedrichsthal,412,7
Großrosseln,361,2
Heusweiler,876,12
Kleinblittersdorf,715,3
Püttlingen,897,14
Quierschied,609,11
Riegelsberg,730,6
Saarbrücken,10516,96
Sulzbach/Saar,743,7
Völklingen,2786,31
