Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,359,2
Großrosseln,329,0
Heusweiler,746,1
Kleinblittersdorf,638,3
Püttlingen,758,6
Quierschied,517,1
Riegelsberg,636,0
Saarbrücken,8930,60
Sulzbach/Saar,652,7
Völklingen,2273,6
