Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,357,8
Großrosseln,329,1
Heusweiler,744,22
Kleinblittersdorf,635,3
Püttlingen,751,3
Quierschied,515,11
Riegelsberg,636,6
Saarbrücken,8856,117
Sulzbach/Saar,640,28
Völklingen,2268,16
