Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,341,29
Großrosseln,325,19
Heusweiler,716,32
Kleinblittersdorf,624,3
Püttlingen,734,17
Quierschied,496,8
Riegelsberg,617,18
Saarbrücken,8584,383
Sulzbach/Saar,589,27
Völklingen,2203,130
