Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,334,30
Großrosseln,324,23
Heusweiler,712,31
Kleinblittersdorf,623,5
Püttlingen,733,19
Quierschied,496,9
Riegelsberg,614,22
Saarbrücken,8521,406
Sulzbach/Saar,585,27
Völklingen,2192,137
