Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,379,11
Großrosseln,340,8
Heusweiler,792,36
Kleinblittersdorf,665,17
Püttlingen,803,24
Quierschied,559,23
Riegelsberg,673,25
Saarbrücken,9618,301
Sulzbach/Saar,694,19
Völklingen,2450,78
