Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,360,2
Großrosseln,329,0
Heusweiler,746,0
Kleinblittersdorf,640,2
Püttlingen,760,2
Quierschied,517,0
Riegelsberg,638,2
Saarbrücken,8968,38
Sulzbach/Saar,656,4
Völklingen,2277,4
