Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,367,3
Großrosseln,330,0
Heusweiler,755,6
Kleinblittersdorf,646,3
Püttlingen,779,5
Quierschied,528,5
Riegelsberg,646,5
Saarbrücken,9207,150
Sulzbach/Saar,671,14
Völklingen,2340,49
