Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,358,2
Großrosseln,329,1
Heusweiler,745,5
Kleinblittersdorf,638,3
Püttlingen,756,5
Quierschied,517,8
Riegelsberg,636,2
Saarbrücken,8899,81
Sulzbach/Saar,648,14
Völklingen,2271,8
