Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,380,11
Großrosseln,341,9
Heusweiler,798,39
Kleinblittersdorf,669,19
Püttlingen,806,27
Quierschied,561,23
Riegelsberg,677,23
Saarbrücken,9653,294
Sulzbach/Saar,695,17
Völklingen,2464,77
