Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,365,6
Großrosseln,330,1
Heusweiler,747,1
Kleinblittersdorf,641,1
Püttlingen,761,1
Quierschied,520,3
Riegelsberg,640,2
Saarbrücken,8990,34
Sulzbach/Saar,657,3
Völklingen,2283,7
