Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,359,1
Großrosseln,329,0
Heusweiler,746,1
Kleinblittersdorf,640,2
Püttlingen,759,3
Quierschied,517,0
Riegelsberg,637,1
Saarbrücken,8952,31
Sulzbach/Saar,654,5
Völklingen,2276,4
