Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,360,1
Großrosseln,329,0
Heusweiler,746,0
Kleinblittersdorf,640,1
Püttlingen,760,2
Quierschied,517,0
Riegelsberg,638,2
Saarbrücken,8970,38
Sulzbach/Saar,656,4
Völklingen,2278,5
