Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,366,2
Großrosseln,330,0
Heusweiler,753,4
Kleinblittersdorf,644,3
Püttlingen,777,10
Quierschied,527,7
Riegelsberg,644,3
Saarbrücken,9160,146
Sulzbach/Saar,665,8
Völklingen,2331,41
