Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,399,9
Großrosseln,352,6
Heusweiler,841,19
Kleinblittersdorf,701,26
Püttlingen,868,22
Quierschied,578,7
Riegelsberg,715,9
Saarbrücken,10217,227
Sulzbach/Saar,722,12
Völklingen,2644,91
