Stadt/Gemeinde,Fälle gesamt,7-Tage-Summe der Neuinfektionen
Friedrichsthal,620,45
Großrosseln,485,32
Heusweiler,1215,60
Kleinblittersdorf,1090,25
Püttlingen,1313,42
Quierschied,953,51
Riegelsberg,1017,55
Saarbrücken,13965,608
Sulzbach/Saar,1292,55
Völklingen,3724,131
