Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,361,2
Großrosseln,329,0
Heusweiler,746,0
Kleinblittersdorf,640,1
Püttlingen,760,1
Quierschied,518,1
Riegelsberg,638,2
Saarbrücken,8971,36
Sulzbach/Saar,656,2
Völklingen,2279,5
