Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,351,14
Großrosseln,328,4
Heusweiler,727,12
Kleinblittersdorf,633,9
Püttlingen,747,12
Quierschied,507,12
Riegelsberg,632,15
Saarbrücken,8780,204
Sulzbach/Saar,621,37
Völklingen,2257,67
