Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,367,2
Großrosseln,331,1
Heusweiler,755,6
Kleinblittersdorf,646,3
Püttlingen,779,5
Quierschied,529,6
Riegelsberg,646,5
Saarbrücken,9208,144
Sulzbach/Saar,671,14
Völklingen,2340,49
