Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,357,8
Großrosseln,329,1
Heusweiler,745,23
Kleinblittersdorf,635,3
Püttlingen,753,5
Quierschied,516,10
Riegelsberg,636,4
Saarbrücken,8865,118
Sulzbach/Saar,644,26
Völklingen,2269,15
