Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,365,6
Großrosseln,330,1
Heusweiler,748,2
Kleinblittersdorf,641,1
Püttlingen,764,4
Quierschied,520,3
Riegelsberg,640,2
Saarbrücken,9001,37
Sulzbach/Saar,657,3
Völklingen,2287,10
