Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,372,7
Großrosseln,331,0
Heusweiler,758,5
Kleinblittersdorf,651,7
Püttlingen,779,0
Quierschied,537,9
Riegelsberg,655,12
Saarbrücken,9337,179
Sulzbach/Saar,677,12
Völklingen,2387,62
