Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,366,2
Großrosseln,330,0
Heusweiler,752,4
Kleinblittersdorf,644,3
Püttlingen,776,12
Quierschied,527,7
Riegelsberg,644,4
Saarbrücken,9144,139
Sulzbach/Saar,665,8
Völklingen,2326,39
