Stadt/Gemeinde,Fälle gesamt,7-Tage-Summe der Neuinfektionen
Friedrichsthal,465,24
Großrosseln,388,12
Heusweiler,985,48
Kleinblittersdorf,823,85
Püttlingen,1025,71
Quierschied,680,42
Riegelsberg,796,24
Saarbrücken,11308,322
Sulzbach/Saar,900,77
Völklingen,3031,111
