Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,333,30
Großrosseln,323,29
Heusweiler,708,31
Kleinblittersdorf,621,3
Püttlingen,731,21
Quierschied,496,18
Riegelsberg,613,25
Saarbrücken,8479,449
Sulzbach/Saar,584,31
Völklingen,2178,147
