Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,370,5
Großrosseln,331,0
Heusweiler,758,7
Kleinblittersdorf,650,6
Püttlingen,779,1
Quierschied,537,10
Riegelsberg,655,13
Saarbrücken,9322,184
Sulzbach/Saar,677,13
Völklingen,2381,64
