Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,390,7
Großrosseln,346,4
Heusweiler,829,31
Kleinblittersdorf,680,15
Püttlingen,852,43
Quierschied,571,9
Riegelsberg,713,39
Saarbrücken,10049,374
Sulzbach/Saar,710,14
Völklingen,2569,100
