Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,402,8
Großrosseln,355,9
Heusweiler,849,14
Kleinblittersdorf,706,15
Püttlingen,879,20
Quierschied,586,10
Riegelsberg,719,6
Saarbrücken,10305,192
Sulzbach/Saar,726,12
Völklingen,2684,89
