Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,366,2
Großrosseln,330,0
Heusweiler,753,4
Kleinblittersdorf,646,4
Püttlingen,778,10
Quierschied,527,6
Riegelsberg,644,3
Saarbrücken,9177,151
Sulzbach/Saar,668,11
Völklingen,2333,43
