Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,359,1
Großrosseln,329,0
Heusweiler,746,0
Kleinblittersdorf,640,2
Püttlingen,759,2
Quierschied,517,0
Riegelsberg,638,2
Saarbrücken,8952,28
Sulzbach/Saar,654,4
Völklingen,2276,4
