Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,306,21
Großrosseln,297,27
Heusweiler,686,42
Kleinblittersdorf,611,22
Püttlingen,699,28
Quierschied,472,33
Riegelsberg,592,49
Saarbrücken,8011,756
Sulzbach,557,36
Völklingen,2039,147
