Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,358,2
Großrosseln,329,0
Heusweiler,745,1
Kleinblittersdorf,638,3
Püttlingen,756,4
Quierschied,517,8
Riegelsberg,636,1
Saarbrücken,8920,77
Sulzbach/Saar,648,10
Völklingen,2272,8
