Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,377,11
Großrosseln,333,1
Heusweiler,773,20
Kleinblittersdorf,660,14
Püttlingen,782,3
Quierschied,542,12
Riegelsberg,657,13
Saarbrücken,9487,263
Sulzbach/Saar,687,15
Völklingen,2424,83
