Stadt/Gemeinde,Fälle gesamt,7-Tage-Summe der Neuinfektionen
Friedrichsthal,534,44
Großrosseln,426,26
Heusweiler,1087,55
Kleinblittersdorf,1014,97
Püttlingen,1156,80
Quierschied,828,89
Riegelsberg,886,52
Saarbrücken,12386,728
Sulzbach/Saar,1128,136
Völklingen,3344,214
