Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,389,10
Großrosseln,346,7
Heusweiler,821,30
Kleinblittersdorf,676,15
Püttlingen,846,44
Quierschied,569,14
Riegelsberg,709,44
Saarbrücken,9986,378
Sulzbach/Saar,706,13
Völklingen,2553,100
