Stadt/Gemeinde,Fälle gesamt,7-Tage-Summe der Neuinfektionen
Friedrichsthal,445,14
Großrosseln,378,8
Heusweiler,943,38
Kleinblittersdorf,744,17
Püttlingen,966,28
Quierschied,642,19
Riegelsberg,775,12
Saarbrücken,11027,204
Sulzbach/Saar,836,44
Völklingen,2930,64
