Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,320,23
Großrosseln,313,27
Heusweiler,692,29
Kleinblittersdorf,617,15
Püttlingen,714,28
Quierschied,487,24
Riegelsberg,606,40
Saarbrücken,8268,605
Sulzbach/Saar,566,30
Völklingen,2112,153
