Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,357,5
Großrosseln,329,1
Heusweiler,745,16
Kleinblittersdorf,636,3
Püttlingen,753,3
Quierschied,517,10
Riegelsberg,636,4
Saarbrücken,8884,98
Sulzbach/Saar,646,25
Völklingen,2269,10
