Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,378,11
Großrosseln,334,2
Heusweiler,782,29
Kleinblittersdorf,664,18
Püttlingen,790,11
Quierschied,544,9
Riegelsberg,659,15
Saarbrücken,9533,276
Sulzbach/Saar,690,17
Völklingen,2437,82
