Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,307,17
Großrosseln,303,25
Heusweiler,689,41
Kleinblittersdorf,612,20
Püttlingen,705,34
Quierschied,480,35
Riegelsberg,595,49
Saarbrücken,8097,712
Sulzbach/Saar,562,35
Völklingen,2066,152
