Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,384,6
Großrosseln,345,11
Heusweiler,812,39
Kleinblittersdorf,671,14
Püttlingen,838,55
Quierschied,569,28
Riegelsberg,703,46
Saarbrücken,9874,374
Sulzbach/Saar,706,19
Völklingen,2507,80
