Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,366,3
Großrosseln,330,0
Heusweiler,749,3
Kleinblittersdorf,644,4
Püttlingen,775,15
Quierschied,524,5
Riegelsberg,643,5
Saarbrücken,9093,111
Sulzbach/Saar,663,7
Völklingen,2304,24
