Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,375,10
Großrosseln,333,2
Heusweiler,769,16
Kleinblittersdorf,658,12
Püttlingen,780,1
Quierschied,541,13
Riegelsberg,657,13
Saarbrücken,9448,237
Sulzbach/Saar,684,14
Völklingen,2418,80
