Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,355,6
Großrosseln,329,1
Heusweiler,744,23
Kleinblittersdorf,635,6
Püttlingen,751,3
Quierschied,509,6
Riegelsberg,636,8
Saarbrücken,8845,115
Sulzbach/Saar,639,30
Völklingen,2267,16
