Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,355,6
Großrosseln,329,1
Heusweiler,742,22
Kleinblittersdorf,635,6
Püttlingen,750,3
Quierschied,509,6
Riegelsberg,635,7
Saarbrücken,8835,108
Sulzbach/Saar,638,30
Völklingen,2264,14
