Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,379,11
Großrosseln,340,8
Heusweiler,790,35
Kleinblittersdorf,664,16
Püttlingen,801,22
Quierschied,556,20
Riegelsberg,668,22
Saarbrücken,9593,291
Sulzbach/Saar,692,17
Völklingen,2446,78
