Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,400,8
Großrosseln,352,6
Heusweiler,842,18
Kleinblittersdorf,702,27
Püttlingen,874,26
Quierschied,579,8
Riegelsberg,716,8
Saarbrücken,10250,243
Sulzbach/Saar,725,13
Völklingen,2655,94
