Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,382,11
Großrosseln,342,10
Heusweiler,798,39
Kleinblittersdorf,669,19
Püttlingen,818,38
Quierschied,565,26
Riegelsberg,683,29
Saarbrücken,9698,313
Sulzbach/Saar,698,20
Völklingen,2472,76
