Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,394,4
Großrosseln,346,1
Heusweiler,836,21
Kleinblittersdorf,697,28
Püttlingen,863,24
Quierschied,575,5
Riegelsberg,714,14
Saarbrücken,10163,247
Sulzbach/Saar,717,8
Völklingen,2625,108
