Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,359,1
Großrosseln,329,0
Heusweiler,746,0
Kleinblittersdorf,640,2
Püttlingen,759,1
Quierschied,517,0
Riegelsberg,638,2
Saarbrücken,8959,31
Sulzbach/Saar,654,4
Völklingen,2277,5
