Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,375,9
Großrosseln,333,2
Heusweiler,770,17
Kleinblittersdorf,660,14
Püttlingen,781,2
Quierschied,541,12
Riegelsberg,657,13
Saarbrücken,9479,257
Sulzbach/Saar,686,15
Völklingen,2423,83
