Stadt/Gemeinde,Fälle summiert,Aktuell Infizierte
Friedrichsthal,348,19
Großrosseln,328,12
Heusweiler,720,24
Kleinblittersdorf,629,6
Püttlingen,745,8
Quierschied,503,5
Riegelsberg,628,20
Saarbrücken,8720,300
Sulzbach/Saar,609,32
Völklingen,2248,92
