Gemeinde,10.06.2021 | 15:00 Uhr,11.06.2021 | 13:00 Uhr,Differenz
Bergkamen,2868,2869,1
Bönen,954,954,0
Fröndenberg/Ruhr,982,982,0
Holzwickede,690,690,0
Kamen,1933,1933,0
Lünen,5160,5161,1
Schwerte,1793,1793,0
Selm,1131,1131,0
Unna,2218,2218,0
Werne,1264,1267,3
