Gemeinde,11.06.2021 | 13:00 Uhr,14.06.2021 | 15:00 Uhr,Differenz
Bergkamen,2869,2871,2
Bönen,954,954,0
Fröndenberg/Ruhr,982,982,0
Holzwickede,690,690,0
Kamen,1933,1934,1
Lünen,5161,5162,1
Schwerte,1793,1794,1
Selm,1131,1131,0
Unna,2218,2218,0
Werne,1267,1267,0
