Gemeinde,19.11.2021 | 14:00 Uhr,22.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3377,3420,43
Bönen,1161,1185,24
Fröndenberg/Ruhr,1131,1144,13
Holzwickede,859,863,4
Kamen,2371,2400,29
Lünen,6420,6487,67
Schwerte,2274,2292,18
Selm,1370,1408,38
Unna,2830,2866,36
Werne,1532,1556,24
