Gemeinde,04.11.2021 | 15:00 Uhr,05.11.2021 | 13:00 Uhr,Differenz
Bergkamen,3292,3296,4
Bönen,1071,1074,3
Fröndenberg/Ruhr,1087,1088,1
Holzwickede,823,827,4
Kamen,2236,2236,0
Lünen,6034,6048,14
Schwerte,2123,2130,7
Selm,1271,1275,4
Unna,2688,2688,0
Werne,1445,1450,5
