Gemeinde,12.10.2021 | 15:00 Uhr,13.10.2021 | 15:00 Uhr,Differenz
Bergkamen,3214,3216,2
Bönen,1037,1037,0
Fröndenberg/Ruhr,1061,1061,0
Holzwickede,788,789,1
Kamen,2186,2187,1
Lünen,5825,5835,10
Schwerte,2023,2023,0
Selm,1227,1228,1
Unna,2590,2595,5
Werne,1390,1395,5
