Gemeinde,15.11.2021 | 15:00 Uhr,16.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3332,3345,13
Bönen,1111,1122,11
Fröndenberg/Ruhr,1119,1123,4
Holzwickede,853,855,2
Kamen,2317,2332,15
Lünen,6251,6309,58
Schwerte,2206,2221,15
Selm,1325,1338,13
Unna,2764,2778,14
Werne,1507,1509,2
