Gemeinde,16.12.2021 | 15:00 Uhr,17.12.2021 | 13:00 Uhr,Differenz
Bergkamen,3814,3825,11
Bönen,1381,1390,9
Fröndenberg/Ruhr,1268,1271,3
Holzwickede,968,972,4
Kamen,2703,2716,13
Lünen,7142,7163,21
Schwerte,2625,2638,13
Selm,1609,1611,2
Unna,3477,3506,29
Werne,1784,1789,5
