Gemeinde,10.12.2021 | 13:00 Uhr,13.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3732,3760,28
Bönen,1315,1336,21
Fröndenberg/Ruhr,1230,1243,13
Holzwickede,950,956,6
Kamen,2627,2659,32
Lünen,7015,7054,39
Schwerte,2548,2572,24
Selm,1579,1586,7
Unna,3288,3362,74
Werne,1713,1741,28
